"PMID","Title","abstract"
"24828216","Prediction of IOI-HA scores using speech reception thresholds and speech discrimination scores in quiet.","BACKGROUND: Outcome measures can be used to improve the quality of the rehabilitation by identifying and understanding which variables influence the outcome. This information can be used to improve outcomes for clients. In clinical practice, pure-tone audiometry, speech reception thresholds (SRTs), and speech discrimination scores (SDSs) in quiet or in noise are common assessments made prior to hearing aid (HA) fittings. It is not known whether SRT and SDS in quiet relate to HA outcome measured with the International Outcome Inventory for Hearing Aids (IOI-HA).PURPOSE: The aim of the present study was to investigate the relationship between pure-tone average (PTA), SRT, and SDS in quiet and IOI-HA in both first-time and experienced HA users.RESEARCH DESIGN: SRT and SDS were measured in a sample of HA users who also responded to the IOI-HA.STUDY SAMPLE: Fifty-eight Danish-speaking adult HA users.DATA COLLECTION AND ANALYSIS: The psychometric properties were evaluated and compared to previous studies using the IOI-HA. The associations and differences between the outcome scores and a number of descriptive variables (age, gender, fitted monaurally/binaurally with HA, first-time/experienced HA users, years of HA use, time since last HA fitting, best ear PTA, best ear SRT, or best ear SDS) were examined. A multiple forward stepwise regression analysis was conducted using scores on the separate IOI-HA items, the global score, and scores on the introspection and interaction subscales as dependent variables to examine whether the descriptive variables could predict these outcome measures.RESULTS: Scores on single IOI-HA items, the global score, and scores on the introspection (items 1, 2, 4, and 7) and interaction (items 3, 5, and 6) subscales closely resemble those previously reported. Multiple regression analysis showed that the best ear SDS predicts about 18-19% of the outcome on items 3 and 5 separately, and about 16% on the interaction subscale (sum of items 3, 5, and 6) CONCLUSIONS: The best ears SDS explains some of the variance displayed in the IOI-HA global score and the interaction subscale. The relation between SDS and IOI-HA suggests that a poor unaided SDS might in itself be a limiting factor for the HA rehabilitation efficacy and hence the IOI-HA outcome. The clinician could use this information to align the user's HA expectations to what is within possible reach."
"24687593","Effect of a Bluetooth-implemented hearing aid on speech recognition performance: subjective and objective measurement.","OBJECTIVES: The object was to evaluate speech perception improvement through Bluetooth-implemented hearing aids in hearing-impaired adults.METHODS: Thirty subjects with bilateral symmetric moderate sensorineural hearing loss participated in this study. A Bluetooth-implemented hearing aid was fitted unilaterally in all study subjects. Objective speech recognition score and subjective satisfaction were measured with a Bluetooth-implemented hearing aid to replace the acoustic connection from either a cellular phone or a loudspeaker system. In each system, participants were assigned to 4 conditions: wireless speech signal transmission into hearing aid (wireless mode) in quiet or noisy environment and conventional speech signal transmission using external microphone of hearing aid (conventional mode) in quiet or noisy environment. Also, participants completed questionnaires to investigate subjective satisfaction.RESULTS: Both cellular phone and loudspeaker system situation, participants showed improvements in sentence and word recognition scores with wireless mode compared to conventional mode in both quiet and noise conditions (P &lt; .001). Participants also reported subjective improvements, including better sound quality, less noise interference, and better accuracy naturalness, when using the wireless mode (P &lt; .001).CONCLUSIONS: Bluetooth-implemented hearing aids helped to improve subjective and objective speech recognition performances in quiet and noisy environments during the use of electronic audio devices."
"24384083","Sentence recognition in noise and perceived benefit of noise reduction on the receiver and transmitter sides of a BICROS hearing aid.","BACKGROUND: In the past, bilateral contralateral routing of signals (BICROS) amplification incorporated omnidirectional microphones on the transmitter and receiver sides and some models utilized noise reduction (NR) on the receiver side. Little research has examined the performance of BICROS amplification in background noise. However, previous studies examining contralateral routing of signals (CROS) amplification have reported that the presence of background noise on the transmitter side negatively affected speech recognition. Recently, NR was introduced as a feature on the receiver and transmitter sides of BICROS amplification, which has the potential to decrease the impact of noise on the wanted speech signal by decreasing unwanted noise directed to the transmitter side.PURPOSE: The primary goal of this study was to examine differences in the reception threshold for sentences (RTS in dB) using the Hearing in Noise Test (HINT) in a diffuse listening environment between unaided and three aided BICROS conditions (no NR, mild NR, and maximum NR) in the Tandem 16 BICROS. A secondary goal was to examine real-world subjective impressions of the Tandem 16 BICROS compared to unaided.RESEARCH DESIGN: A randomized block repeated measures single blind design was used to assess differences between no NR, mild NR, and maximum NR listening conditions.STUDY SAMPLE: Twenty-one adult participants with asymmetric sensorineural hearing loss (ASNHL) and experience with BICROS amplification were recruited from Washington University in St. Louis School of Medicine.DATA COLLECTION AND ANALYSIS: Participants were fit with the National Acoustic Laboratories' Nonlinear version 1 prescriptive target (NAL-NL1) with the Tandem 16 BICROS at the initial visit and then verified using real-ear insertion gain (REIG) measures. Participants acclimatized to the Tandem 16 BICROS for 4 wk before returning for final testing. Participants were tested utilizing HINT sentences examining differences in RTS between unaided and three aided listening conditions. Subjective benefit was determined via the Abbreviated Profile of Hearing Aid Benefit (APHAB) questionnaire between the Tandem 16 BICROS and unaided. A repeated measures analysis of variance (ANOVA) was utilized to analyze the results of the HINT and APHAB.RESULTS: Results revealed no significant differences in the RTS between unaided, no NR, mild NR, and maximum NR. Subjective impressions using the APHAB revealed statistically and clinically significant benefit with the Tandem 16 BICROS compared to unaided for the Ease of Communication (EC), Background Noise (BN), and Reverberation (RV) subscales.CONCLUSIONS: The RTS was not significantly different between unaided, no NR, mild NR, and maximum NR. None of the three aided listening conditions were significantly different from unaided performance as has been reported for previous studies examining CROS hearing aids. Further, based on comments from participants and previous research studies with conventional hearing aids, manufacturers of BICROS amplification should consider incorporating directional microphones and independent volume controls on the receiver and transmitter sides to potentially provide further improvement in signal-to-noise ratio (SNR) for patients with ASNHL."
"26449672","[Hearing aid fitting: Effect of doubling the standard rate on compliance, quality of results, and excess payments].","BACKGROUND: This study investigates the effect that doubling the standard rate for hearing aid fitting which is covered by statutory insurance has had on the size of excess payments and compliance, as well as on benefits for patients and their satisfaction.METHODS: In April 2014, 859 members of a statutory insurance scheme (hkk) who received hearing aids in the 6 months prior to the reform were questioned on the timing and financial details of their hearing aid fitting, as well as on treatment compliance and quality of the results using a standardized questionnaire. In October 2014, the same questionnaire was used to collect these data from a further 622 insurance holders who had received hearing aids in the 8 months following introduction of the new regulation. Most of the questions concerning hearing quality corresponded to those of the Abbreviated Profile of Hearing Aid Benefit (APHAB) questionnaire.RESULTS: The project revealed a statistically significant decrease of 6 percent points in the proportion of hearing aid users who had to pay any excess whatsoever; from 80.6% to 74.1%. However, 40% of the insured persons continued to pay an excess of 1000 euros and more. The subjective hearing quality remained practically unimproved by the reform and was statistically, almost without exception, independent of whether hearing aid users wore expensive devices associated with a large excess, or devices available at the standard rate. Finally, the study confirmed a previously recognized usage pattern characterized by noncompliance. For example, approximately 40% of hearing aid users did not wear their device in the everyday environment. This observation was independent of the size of the excess and the timing of the most recent visit to the hearing aid acoustician.CONCLUSION: Despite doubling of the standard rate, three quarters of patients pay an excess--sometimes a substantial one. The subjective hearing quality was not improved by doubling the standard rate; the majority of patients continue to complain of considerable problems with hearing in difficult situations (environments with background or reverberant noise). Satisfaction with hearing quality is neither dependent on the doubling of the standard rate, nor on whether or not an excess was paid. Compliance may possibly be improved by structured follow-up, which should involve the prescribing otorhinolaryngologists, as well as phoniatrists, pedaudiologists, and hearing aid acousticians."
"26268631","Background sounds and hearing-aid users: A scoping review.","OBJECTIVES: A scoping review focused on background sounds and adult hearing-aid users, including aspects of aversiveness and interference. The aim was to establish the current body of knowledge, identify knowledge gaps, and to suggest possible future directions for research.DESIGN: Data were gathered using a systematic search strategy, consistent with scoping review methodology.STUDY SAMPLE: Searches of public databases between 1988 and 2014 returned 1182 published records. After exclusions for duplicates and out-of- scope works, 75 records remained for further analysis. Content analysis was used to group the records into five separate themes.RESULTS: Content analysis indicated numerous themes relating to background sounds. Five broad emergent themes addressed the development and validation of outcome instruments, satisfaction surveys, assessments of hearing-aid technology and signal processing, acclimatization to the device post-fitting, and non-auditory influences on benefit and satisfaction.CONCLUSIONS: A large proportion of hearing-aid users still find particular hearing-aid features and attributes dissatisfying when listening in background sounds. Many conclusions are limited by methodological drawbacks in study design and too many different outcome instruments. Future research needs to address these issues, while controlling for hearing-aid fitting."
"26268492","[Self-rated efficacy in bilateral aural atresia patients using bone-anchored hearing aid].","OBJECTIVE: Using questionnaires to evaluate the audiological benefit and satisfaction of bilateral aural atresia patients with bone-anchored hearing aid (Baha).METHODS: Implanted Baha user questionnaire was applied to 19 patients suffering bilateral aural atresia, and 15 of the patients were evaluated with abbreviated profile of hearing aid benefit (APHAB). Glasgow children's benefit inventory (GCBI) was used to measure subjective benefit of patients under the age of 18.RESULTS: The Baha user questionnaire demonstrated great satisfaction. The mean Baha scores for the subdomains of ease of communication (EC), backgroud noise (BN) and revereration (RV) were decreased by 54.6 ± 10.2 (t = 20.6, P &lt; 0.05), 46.9 ± 11.1 (t = 16.4, P &lt; 0.05) and 58.8 ±15.4 (t = 21.4, P &lt; 0.05) compared to the unaided scores. For the subdomain of aversiveness (AV), the Baha score was 56.7 ± 9.9 (t = 10.8, P &lt; 0.05) higher than the unaided score. The general benefit score GCBI was 41.1 ± 13.0.CONCLUSION: Baha can significantly improve hearing ability and quality of life of patients with bilateral aural atresia."
"26111077","Functional Results and Subjective Benefit of a Transcutaneous Bone Conduction Device in Patients With Single-Sided Deafness.","OBJECTIVE: To analyze speech discrimination scores and subjective benefit of a transcutaneous bone conduction device (tBCD) in adults with single-sided deafness (SSD).STUDY DESIGN: Prospective cohort study.SETTING: Tertiary referral center.PATIENTS: Nine adults with SSD for more than 1 year and normal hearing on the contralateral side (PTA &lt;30 dB HL) were implanted with a tBCD.INTERVENTIONS: Transmastoidal implantation of a Bonebridge (BB, MED-EL) tBCD.MAIN OUTCOME MEASURES: Aided and unaided speech discrimination scores in three different spatial settings were measured using the Oldenburg sentence test (OLSA). Quality of life was assessed by two questionnaires, the Bern Benefit in Single Sided Deafness Questionnaire (BBSS) and the Speech, Spatial and Qualities of Hearing scale for benefit questionnaire (SSQ-B).RESULTS: Speech discrimination scores measured by OLSA showed a mean signal-to-noise ratio improvement of 1.7 dB SPL for the aided condition compared with the unaided condition in the setting where the sound signal is presented on the side of the implanted ear and the noise is coming from the front (p &lt; 0.05). In the other two settings (signal and noise from front; signal from normal hearing ear and noise from front), the signal-to-noise ratio did not change significantly. This benefit became manifest after 6 months. Good satisfaction was indicated by positive results on the questionnaires.CONCLUSION: Speech discrimination in noise for patients implanted with the BB is comparable with patients with other bone conduction hearing aids. A learning curve is clearly detectable. The subjective benefit was rated positively by the patients. With the advantage of intact skin conditions after implantation, the BB is an adequate option for patients with SSD."
"26055837","Effects of Training on the Use of a Manual Microphone Shutoff on a BiCROS Device.","BACKGROUND: Bilateral contralateral routing of signals (BiCROS) hearing aids function to restore audibility of sounds originating from the side of the unaidable ear. However, when speech is presented to the side of the aidable ear and noise to the side of the unaidable ear, a BiCROS arrangement may reduce intelligibility of the speech signal. This negative effect may be circumvented if an on/off switch is available on the contralateral routing of signals (CROS) transmitter.PURPOSE: This study evaluated if the proper use of the on/off switch on a CROS transmitter could enhance speech recognition in noise and sound localization abilities. The participants' subjective reactions to the use of the BiCROS, including the use of the on/off switch in real-life were also evaluated.RESEARCH DESIGN: A between-subjects, repeated-measures design was used to assess differences in speech recognition (in quiet and in noise) and localization abilities under four hearing aid conditions (unaided, unilaterally aided, fixed BiCROS setting, and adjusted BiCROS setting) with speech and noise stimuli presented from different azimuths. Participants were trained on the use of the on/off switch on the BiCROS transmitter before testing in the adjusted BiCROS settings. Subjective ratings were obtained with the Speech, Spatial, and Sound Quality (SSQ) questionnaire and a custom questionnaire.STUDY SAMPLE: Nine adult BiCROS candidates participated in this study.DATA COLLECTION AND ANALYSIS: Participants wore the Widex Dream-m-CB hearing aid on the aidable ear for 1 week. They then wore the BiCROS for the remainder of the study. Speech recognition and localization testing were completed in four hearing aid conditions (unaided, unilateral aided, fixed BiCROS, and adjusted BiCROS). Speech recognition was evaluated during the first three visits, whereas localization was evaluated over the course of the study. Participants completed the SSQ questionnaire before each visit. The CROS questionnaire was completed at the final visit. A repeated measures analysis of variance with Bonferroni post hoc analysis was used to evaluate the significance of the results on speech recognition, localization, and the SSQ.RESULTS: The results revealed that the adjusted BiCROS condition improved speech recognition scores by 20 rau (rationalized arcsine unit) when speech was presented to the aidable ear and localization by 37% when sounds are presented from the side of the unaidable ear over the fixed BiCROS condition. Statistically significant benefit on the SSQ was also noted with the adjusted BiCROS condition compared to the unilateral fitting.CONCLUSIONS: These findings supported the value of an on/off switch on a CROS transmitter because it allows convenient selective transmission of sounds. It also highlighted the importance of instructions and practice in using the BiCROS hearing aid successfully."
"26021779","Contralateral routing of signal hearing aid versus transcutaneous bone conduction in single-sided deafness.","The aim of this study was to compare a contralateral routing of signal (CROS) hearing aid to a transcutaneous bone-anchored device in the same conditions. This prospective crossover study included 18 adult patients with a single-sided deafness (SSD). After a trial period of 60 days with CROS and 7 days with a transcutaneous bone-anchored device (Alpha 1®, Sophono, Boulder, Colo., USA) on a headband, 13 (72%) patients opted for Alpha 1, 2 patients for CROS, and 3 rejected both rehabilitation methods. Clinical tolerance, satisfaction, hearing performances (pure-tone audiometry, speech test in quiet and in noise, stereo audiometry, sound localization, and Hearing in Noise Test), and quality of life (Glasgow Benefit Inventory, Abbreviated Profile of Hearing Aid Benefit and Glasgow Hearing Aid Benefit questionnaires) were measured at 3 and 12 months after the implantation. Both devices improved equally the hearing in noise and the quality of life. Transcutaneous devices represent an effective option in SSD."
"25924663","Hearing aid or tinnitus masker: which one is the best treatment for blast-induced tinnitus? The results of a long-term study on 974 patients.","The aim of this longitudinal study was to explore whether a hearing aid or noise generator would be an effective audiological treatment for blast-induced chronic tinnitus. The amount of satisfaction from different hearing devices (hearing aid, noise generator, or both) during different time periods (1, 6, 12 and 24 months after fitting) was assessed. The 974 subjects enrolled in this study were Iran-Iraq war veterans, suffering from tinnitus for at least 2 years. About 84% of the subjects preferred just a hearing aid. Only 2.7% chose the noise generator, and the others preferred to use both devices. There were no significant differences between the hearing thresholds of the 3 groups. The satisfaction score for the hearing aid and combined devices increased by time but decreased for the noise generator. There was no correlation between the satisfaction score and parameters such as hearing thresholds, audiogram configuration and tinnitus pitch. We concluded that, compared with a noise generator, the most long-lasting treatment for blast-induced tinnitus is a hearing aid. The possible cause for such a performance is probably the recovery of the auditory function and neuroplasticity through the hearing aid."
"25690777","Estimation of Signal-to-Noise Ratios in Realistic Sound Scenarios.","BACKGROUND: Both in the design of hearing-device features, such as noise reduction, and in the evaluation measurements of such features, there is a need for more information about the sound scenarios hearing-device users encounter. The limitations of adaptive speech tests as outcome measures in the evaluation of hearing-device features have been discussed. The obvious alternative to adaptive speech testing is to test at a fixed signal-to-noise ratio (SNR). However, the question is which SNRs should be used if the test reflects real-life situations.PURPOSE: The purpose of this study was to estimate SNRs in realistic sound environments encountered by hearing aid users.RESEARCH DESIGN: Research design was a descriptive study where recorded sound files were statistically analyzed.STUDY SAMPLE: A total of 20 experienced, bilaterally fitted hearing aid users, all satisfied with their current hearing aids, made recordings for 3-4 days. The informants were instructed to record different situations in daily life and were told that all situations were of equal importance. The informants ranged in age from 18-81 yr old, and they had various occupations and varying hearing-loss configurations.DATA COLLECTION AND ANALYSIS: The total duration of the recorded material for each informant was, on average, 84 min; the number of recordings was, on average, 17 per informant. The sound files were categorized based on the type of background noise and were analyzed with use of a manual noise estimation procedure. Segments of speech with noise present were cut out from the original recordings. Corresponding noise-only segments were also extracted. On the basis of power calculations for these two types of recorded segments, the SNR was estimated. Frequency-specific and overall SNRs, calculated both based on unweighted and A-weighted speech and noise levels, were derived. An estimation uncertainty measure was also developed.RESULTS: The range of SNRs found in the material was large. The most striking finding was that there were very few recorded situations where the SNR was negative or even close to 0 dB. For speech-in-babble noise, the average SNR was approximately 5 dB. The estimation uncertainty was generally low but became higher in highly fluctuating noises and at very low SNRs.CONCLUSIONS: The estimated SNRs were higher than previously reported. The results can be used in the design and evaluation of hearing-device features."
"25640403","Determinants of hearing-aid adoption and use among the elderly: a systematic review.","OBJECTIVE: While the benefits of hearing aids among older adults with presbycusis have been well documented, there is limited research on hearing-aid usage. The aim of this review is to synthesize current evidence to identify the determinants of hearing-aid adoption and use among the elderly.DESIGN: Systematic review.STUDY SAMPLE: Articles were identified through systematic searches in the Web of Science, Medline, CINAHL, and a manual search. Studies that explore the potential determinants of hearing-aid usage were to be included.RESULTS: A total of twenty-two articles were reviewed. Four audiological determinants (the severity of hearing loss, the type of hearing aids, background noise acceptance, and insertion gain) and seven non-audiological determinants (self-perceived hearing problems, expectation, demographics, group consultation, support from significant others, self-perceived benefit, and satisfaction) were identified as affecting the adoption and use of hearing aids.CONCLUSIONS: There is a need to explore the influence of significant others, health professionals, and user demographics on hearing rehabilitation for future research. The determinants identified in this review depicted the stage progression of the trans-theoretical model (TTM) in explaining an individual's readiness to hearing-aid usage."
"29798011","[The application of mandarin acceptable noise level and COS in hearing aid fitting for presbyacusis].",""
"27697129","Auditory profiling and hearing-aid satisfaction in hearing-aid candidates.","INTRODUCTION: Hearing-impaired (HI) listeners often complain about difficulties communicating in the presence of background noise, although audibility may be restored by a hearing-aid (HA). The audiogram typically forms the basis for HA fitting, i.e. people with similar audiograms are given the same prescription by default. This study aimed at identifying clinically relevant tests that may serve as an informative addition to the audiogram and which may relate more directly to HA satisfaction than the audiogram does.METHODS: A total of 29 HI and 26 normal-hearing listeners performed tests of spectral and temporal resolution, binaural hearing, speech intelligibility in stationary and fluctuating noise and a working-memory test. Six weeks after HA fitting, the HI listeners answered a questionnaire evaluating HA treatment.RESULTS: No other measures than masking release between fluctuating and stationary noise correlated significantly with audibility. The HI listeners who obtained the least advantage from fluctuations in background noise in terms of speech intelligibility experienced greater HA satisfaction.CONCLUSION: HI listeners have difficulties in different hearing domains that are not predictable from their audiogram. Measures of temporal resolution or speech perception in both stationary and fluctuating noise could be relevant measures to consider in an extended auditory profile.FUNDING: The study was supported by Grosserer L.F. Foghts Fond.TRIAL REGISTRATION: The protocol was approved by the Science Ethics Committee of the Capital Region of Denmark (reference H-3-2013-004)."
"27507270","A Trainable Hearing Aid Algorithm Reflecting Individual Preferences for Degree of Noise-Suppression, Input Sound Level, and Listening Situation.","OBJECTIVES: In an effort to improve hearing aid users' satisfaction, recent studies on trainable hearing aids have attempted to implement one or two environmental factors into training. However, it would be more beneficial to train the device based on the owner's personal preferences in a more expanded environmental acoustic conditions. Our study aimed at developing a trainable hearing aid algorithm that can reflect the user's individual preferences in a more extensive environmental acoustic conditions (ambient sound level, listening situation, and degree of noise suppression) and evaluated the perceptual benefit of the proposed algorithm.METHODS: Ten normal hearing subjects participated in this study. Each subjects trained the algorithm to their personal preference and the trained data was used to record test sounds in three different settings to be utilized to evaluate the perceptual benefit of the proposed algorithm by performing the Comparison Mean Opinion Score test.CONCLUSION: The positive findings from this study suggested that the proposed algorithm has potential to improve hearing aid users' personal satisfaction under various ambient situations."
"27392722","Clinical evaluation of an over-the-counter hearing aid (TEO First®) in elderly patients suffering of mild to moderate hearing loss.","Presbycusis has a direct influence on autonomy of the elderly but hearing aids lack of affordability. Moreover a recent review demonstrate that electroacoustic characteristics of OTC hearing aids were generally not suitable for the elderly people. In our study, we assessed the clinical value of a new over-the-counter (OTC) hearing aid device (TEO First®) in the elderly.</AbstractText>: Presbycusis has a direct influence on autonomy of the elderly but hearing aids lack of affordability. Moreover a recent review demonstrate that electroacoustic characteristics of OTC hearing aids were generally not suitable for the elderly people. In our study, we assessed the clinical value of a new over-the-counter (OTC) hearing aid device (TEO First®) in the elderly.This prospective monocentric open label study included patients over 60 years of age with a mild to moderate presbycusis. Patients were assessed with acceptable noise level test (ANL), pure tone (PTA) and speech (SA) audiometry in silent and noisy environment, with and without TEO First®. A Glasgow Hearing Aid Benefit Profile, acceptability and satisfaction surveys were completed after one month of using the device.</AbstractText>: This prospective monocentric open label study included patients over 60 years of age with a mild to moderate presbycusis. Patients were assessed with acceptable noise level test (ANL), pure tone (PTA) and speech (SA) audiometry in silent and noisy environment, with and without TEO First®. A Glasgow Hearing Aid Benefit Profile, acceptability and satisfaction surveys were completed after one month of using the device.Thirty one patients were included. There was an improvement of hearing with TEO First® in silence (SA: +39.2 %, p &lt;<U+2009>0.01; PTA: -9.04 dB, p &lt;<U+2009>0.01) or in noise (SA +47.7 %, p &lt;<U+2009>0.01; PTA: -5.23 dB, p &lt;<U+2009>0.05). After one month of use of the device, quality of life has improved with regards to the following parameters: decrease of perceived hearing difficulties during conversation without background noise (-9.6 % p<U+2009>=<U+2009>0.018), in conversation with several people (-16.2 % p<U+2009>=<U+2009>0.0076), decrease of negative emotions while watching TV (-18.5 % p<U+2009>=<U+2009>0.011), during conversation without background noise (-16.5 % p<U+2009>=<U+2009>0.0024), during conversation in noisy background (-17.1 % p<U+2009>=<U+2009>0.027) and during conversation with several people (-20 % p<U+2009>=<U+2009>0.014). The acceptability of the device was low to moderate.</AbstractText>: Thirty one patients were included. There was an improvement of hearing with TEO First® in silence (SA: +39.2 %, p &lt;<U+2009>0.01; PTA: -9.04 dB, p &lt;<U+2009>0.01) or in noise (SA +47.7 %, p &lt;<U+2009>0.01; PTA: -5.23 dB, p &lt;<U+2009>0.05). After one month of use of the device, quality of life has improved with regards to the following parameters: decrease of perceived hearing difficulties during conversation without background noise (-9.6 % p<U+2009>=<U+2009>0.018), in conversation with several people (-16.2 % p<U+2009>=<U+2009>0.0076), decrease of negative emotions while watching TV (-18.5 % p<U+2009>=<U+2009>0.011), during conversation without background noise (-16.5 % p<U+2009>=<U+2009>0.0024), during conversation in noisy background (-17.1 % p<U+2009>=<U+2009>0.027) and during conversation with several people (-20 % p<U+2009>=<U+2009>0.014). The acceptability of the device was low to moderate.TEO First® is an effective OTC hearing aid that improves the patient's quality of life.</AbstractText>: TEO First® is an effective OTC hearing aid that improves the patient's quality of life.Current Controlled Trials NCT01815788.</AbstractText>: Current Controlled Trials NCT01815788."
"27367278","Extended bandwidth real-ear measurement accuracy and repeatability to 10<U+2009>kHz.","Direct real-ear measurement to the 4-6<U+2009>kHz range can be measured with suitable accuracy and repeatability. This study evaluates extended bandwidth measurement accuracy and repeatability using narrowband and wideband signal analysis.</AbstractText>: Direct real-ear measurement to the 4-6<U+2009>kHz range can be measured with suitable accuracy and repeatability. This study evaluates extended bandwidth measurement accuracy and repeatability using narrowband and wideband signal analysis.White noise was measured in female ear canals at four insertion depths using one-third and one-twenty-fourth octave band averaging.</AbstractText>: White noise was measured in female ear canals at four insertion depths using one-third and one-twenty-fourth octave band averaging.Fourteen female adults with reported normal hearing and middle-ear function participated in the study.</AbstractText>: Fourteen female adults with reported normal hearing and middle-ear function participated in the study.Test-retest differences were within<U+2009>±2<U+2009>dB for typical frequency bandwidths at insertion depths administered in clinical practice, and for up to 8<U+2009>kHz at the experimental 30<U+2009>mm insertion depth. The 28<U+2009>mm insertion depth was the best predictor of ear canal levels measured at the 30<U+2009>mm insertion depth. There was no effect of signal analysis bandwidth on accuracy or repeatability.</AbstractText>: Test-retest differences were within<U+2009>±2<U+2009>dB for typical frequency bandwidths at insertion depths administered in clinical practice, and for up to 8<U+2009>kHz at the experimental 30<U+2009>mm insertion depth. The 28<U+2009>mm insertion depth was the best predictor of ear canal levels measured at the 30<U+2009>mm insertion depth. There was no effect of signal analysis bandwidth on accuracy or repeatability.Clinically feasible 28<U+2009>mm probe tube insertions reliably measured up to 8<U+2009>kHz and predicted intensities up to 10<U+2009>kHz measured at the 30<U+2009>mm insertion depth more accurately than did shallower insertion depths. Signal analysis bandwidth may not be an important clinical issue at least for one-third and one-twenty-fourth octave band analyses.</AbstractText>: Clinically feasible 28<U+2009>mm probe tube insertions reliably measured up to 8<U+2009>kHz and predicted intensities up to 10<U+2009>kHz measured at the 30<U+2009>mm insertion depth more accurately than did shallower insertion depths. Signal analysis bandwidth may not be an important clinical issue at least for one-third and one-twenty-fourth octave band analyses."
"29798054","[The evaluation of hearing aid effect in presbycusis].",""
"26859460","Objective and Subjective Outcome of a New Transcutaneous Bone Conduction Hearing Device: Half-year Follow-up of the First 12 Nordic Implantations.","OBJECTIVE: To examine the objective and subjective outcome of a new transcutaneous bone conduction hearing device.STUDY DESIGN: Prospective, consecutive case series.PATIENTS: Twelve patients were implanted. Eight patients had a conductive/mixed (con/mix) hearing loss. Four had single sided deafness.MAIN OUTCOME MEASURES: At half-year follow-up, aided and unaided sound field hearing was evaluated by 1) warble tone thresholds, 2) pure-tone average (PTA4), 3) speech discrimination score (SDS) in quiet, and 4) speech reception threshold 50% at 70<U+200A>dB SPL noise level (SRT50%). Subjective outcome was evaluated by three questionnaires: 1) International Outcome Inventory for Hearing Aids, 2) Speech, Spatial and Qualities of Hearing Scale 12, and 3) a questionnaire on frequency and duration of use.RESULTS: No major complications occurred. The mean aided PTA4 was lowered by 23dB. SDS was increased by 40% at 50dB, by 34% at 65dB, and by 12% at 80<U+200A>dB SPL. SRT50% in noise improved 5.2<U+200A>dB. 58% of the patients used the device daily and 83% at least 5 days a week. 50% used the device = 8 hours and 75% = 4 <U+200A>hours a day. Mean International Outcome Inventory for Hearing Aids score was 3.7, corresponding to beneficial outcome. In Speech, Spatial and Qualities of Hearing Scale 12, &quot;quality of hearing&quot; scored especially high. The con/mix hearing loss group showed larger benefit especially in SDS, SRT50% in noise and the subjective evaluations, whereas frequency and duration of use were similar.CONCLUSION: This study on the first 12 Nordic patients implanted with a new transcutaneous bone conduction hearing device demonstrates significant objective, as well as subjective hearing benefit. Patient satisfaction was high, as was the frequency of use."
"29095240","Hearing Handicap and Speech Recognition Correlate With Self-Reported Listening Effort and Fatigue.","OBJECTIVES: To investigate the correlations between hearing handicap, speech recognition, listening effort, and fatigue.DESIGN: Eighty-four adults with hearing loss (65 to 85 years) completed three self-report questionnaires: the Fatigue Assessment Scale, the Effort Assessment Scale, and the Hearing Handicap Inventory for Elderly. Audiometric assessment included pure-tone audiometry and speech recognition in noise.RESULTS: There was a significant positive correlation between handicap and fatigue (r = 0.39, p &lt; 0.05) and handicap and effort (r = 0.73, p &lt; 0.05). There were significant (but lower) correlations between speech recognition and fatigue (r = 0.22, p &lt; 0.05) or effort (r = 0.32, p&lt; 0.05). There was no significant correlation between hearing level and fatigue or effort.CONCLUSIONS: Hearing handicap and speech recognition both correlate with self-reported listening effort and fatigue, which is consistent with a model of listening effort and fatigue where perceived difficulty is related to sustained effort and fatigue for unrewarding tasks over which the listener has low control. A clinical implication is that encouraging clients to recognize and focus on the pleasure and positive experiences of listening may result in greater satisfaction and benefit from hearing aid use."
